date,symbol,close,volume
2024-08-12,DEMO_C,258.11,110346
2024-08-13,DEMO_C,258.34,135090
2024-08-14,DEMO_C,257.2,136703
2024-08-15,DEMO_C,258.8,117157
2024-08-16,DEMO_C,259.14,107684
2024-08-19,DEMO_C,259.15,106990
2024-08-20,DEMO_C,257.87,91762
2024-08-21,DEMO_C,258.52,82222
2024-08-22,DEMO_C,259.23,110095
2024-08-23,DEMO_C,259.21,91845
2024-08-26,DEMO_C,257.68,105864
2024-08-27,DEMO_C,259.52,133639
2024-08-28,DEMO_C,259.02,110948
2024-08-29,DEMO_C,259.58,85130
2024-08-30,DEMO_C,258.63,61273
2024-09-03,DEMO_C,258.94,116925
2024-09-04,DEMO_C,259.71,71264
2024-09-05,DEMO_C,258.9,65471
2024-09-06,DEMO_C,258.4,137558
2024-09-09,DEMO_C,257.36,59553
2024-09-10,DEMO_C,257.95,75477
2024-09-11,DEMO_C,259.36,140028
2024-09-12,DEMO_C,261.18,61888
2024-09-13,DEMO_C,262.89,89774
2024-09-16,DEMO_C,264.54,86615
2024-09-17,DEMO_C,265.59,69235
2024-09-18,DEMO_C,266.43,121766
2024-09-19,DEMO_C,268.11,127911
2024-09-20,DEMO_C,267.19,61036
2024-09-23,DEMO_C,266.46,104934
2024-09-24,DEMO_C,266.48,139292
2024-09-25,DEMO_C,265.08,136842
2024-09-26,DEMO_C,266.15,74783
2024-09-27,DEMO_C,266.51,78468
2024-09-30,DEMO_C,266.91,89296
2024-10-01,DEMO_C,268.85,127327
2024-10-02,DEMO_C,270.29,86529
2024-10-03,DEMO_C,271.29,78374
2024-10-04,DEMO_C,269.76,115655
2024-10-07,DEMO_C,270.58,80566
2024-10-08,DEMO_C,270.21,135630
2024-10-09,DEMO_C,268.56,105828
2024-10-10,DEMO_C,268.87,63028
2024-10-11,DEMO_C,268.25,81961
2024-10-14,DEMO_C,270.03,84211
2024-10-15,DEMO_C,271.48,98535
2024-10-16,DEMO_C,270.72,89525
2024-10-17,DEMO_C,270.14,117359
2024-10-18,DEMO_C,268.88,128979
2024-10-21,DEMO_C,267.61,78285
2024-10-22,DEMO_C,268.57,80743
2024-10-23,DEMO_C,266.99,128501
2024-10-24,DEMO_C,265.64,95156
2024-10-25,DEMO_C,264.94,71135
2024-10-28,DEMO_C,264.9,136772
2024-10-29,DEMO_C,265.19,136112
2024-10-30,DEMO_C,266.32,68269
2024-10-31,DEMO_C,267.9,76111
2024-11-01,DEMO_C,266.61,109134
2024-11-04,DEMO_C,265.5,129104
2024-11-05,DEMO_C,265.93,89684
2024-11-06,DEMO_C,267.1,101274
2024-11-07,DEMO_C,266.63,126157
2024-11-08,DEMO_C,264.98,116649
2024-11-11,DEMO_C,266.63,104946
2024-11-12,DEMO_C,266.15,77683
2024-11-13,DEMO_C,264.79,115633
2024-11-14,DEMO_C,263.3,84250
2024-11-15,DEMO_C,263.42,133386
2024-11-18,DEMO_C,263.72,111203
2024-11-19,DEMO_C,263.55,138479
2024-11-20,DEMO_C,262,135593
2024-11-21,DEMO_C,261.04,122676
2024-11-22,DEMO_C,261.22,115454
2024-11-25,DEMO_C,262.57,102678
2024-11-26,DEMO_C,261.51,131139
2024-11-27,DEMO_C,260.14,117707
2024-11-29,DEMO_C,260.54,130952
2024-12-02,DEMO_C,260.43,120603
2024-12-03,DEMO_C,261.81,132926
2024-12-04,DEMO_C,261.09,133724
2024-12-05,DEMO_C,260.17,83441
2024-12-06,DEMO_C,260.02,107862
2024-12-09,DEMO_C,259.48,117507
2024-12-10,DEMO_C,258.45,100979
2024-12-11,DEMO_C,258.9,119409
2024-12-12,DEMO_C,257.71,117621
2024-12-13,DEMO_C,256.98,123456
2024-12-16,DEMO_C,258.28,137184
2024-12-17,DEMO_C,259.12,62880
2024-12-18,DEMO_C,260.1,133980
2024-12-19,DEMO_C,259.51,123295
2024-12-20,DEMO_C,260.2,87208
2024-12-23,DEMO_C,259.34,65935
2024-12-24,DEMO_C,261.15,132269
2024-12-26,DEMO_C,261.36,126156
2024-12-27,DEMO_C,261.09,98904
2024-12-30,DEMO_C,261.81,62415
2024-12-31,DEMO_C,263.05,77377
